Protein.Group,Gene.Symbol,hDIA02_2nd_fraction001,hDIA02_2nd_fraction002,hDIA02_2nd_fraction003,hDIA02_2nd_fraction004,hDIA02_2nd_fraction005,hDIA02_2nd_fraction006,hDIA02_2nd_fraction007,hDIA02_2nd_fraction008,hDIA02_2nd_fraction009,hDIA02_2nd_fraction010,hDIA02_2nd_fraction011,hDIA02_2nd_fraction012,hDIA02_2nd_fraction013,hDIA02_2nd_fraction014,hDIA02_2nd_fraction015,hDIA02_2nd_fraction016,hDIA02_2nd_fraction017,hDIA02_2nd_fraction018,hDIA02_2nd_fraction019,hDIA02_2nd_fraction020,hDIA02_2nd_fraction021,hDIA02_2nd_fraction022,hDIA02_2nd_fraction023,hDIA02_2nd_fraction024,hDIA02_2nd_fraction025,hDIA02_2nd_fraction026,hDIA02_2nd_fraction027,hDIA02_2nd_fraction028,hDIA02_2nd_fraction029,hDIA02_2nd_fraction030,hDIA02_2nd_fraction031,hDIA02_2nd_fraction032,hDIA02_2nd_fraction033,hDIA02_2nd_fraction034,hDIA02_2nd_fraction035,hDIA02_2nd_fraction036,hDIA02_2nd_fraction037,hDIA02_2nd_fraction038,hDIA02_2nd_fraction039,hDIA02_2nd_fraction040,hDIA02_2nd_fraction041,hDIA02_2nd_fraction042,hDIA02_2nd_fraction043,hDIA02_2nd_fraction044,hDIA02_2nd_fraction045,hDIA02_2nd_fraction046,hDIA02_2nd_fraction047,hDIA02_2nd_fraction048,hDIA02_2nd_fraction049,hDIA02_2nd_fraction050,hDIA02_2nd_fraction051,hDIA02_2nd_fraction052,hDIA02_2nd_fraction053,hDIA02_2nd_fraction054,hDIA02_2nd_fraction055,hDIA02_2nd_fraction056,hDIA02_2nd_fraction057,hDIA02_2nd_fraction058,hDIA02_2nd_fraction059,hDIA02_2nd_fraction060,hDIA02_2nd_fraction061,hDIA02_2nd_fraction062,hDIA02_2nd_fraction063,hDIA02_2nd_fraction064,hDIA02_2nd_fraction065,hDIA02_2nd_fraction066,hDIA02_2nd_fraction067,hDIA02_2nd_fraction068,hDIA02_2nd_fraction069,hDIA02_2nd_fraction070,hDIA02_2nd_fraction071,hDIA02_2nd_fraction072,hDIA02_2nd_fraction073,hDIA02_2nd_fraction074,hDIA02_2nd_fraction075,hDIA02_2nd_fraction076,hDIA02_2nd_fraction077,hDIA02_2nd_fraction078,hDIA02_2nd_fraction079,hDIA02_2nd_fraction080,hDIA02_2nd_fraction081,hDIA02_2nd_fraction082,hDIA02_2nd_fraction083,hDIA02_2nd_fraction084,hDIA02_2nd_fraction085,hDIA02_2nd_fraction086,hDIA02_2nd_fraction087,hDIA02_2nd_fraction088,hDIA02_2nd_fraction089,hDIA02_2nd_fraction090,hDIA02_2nd_fraction091,hDIA02_2nd_fraction092,hDIA02_2nd_fraction093,hDIA02_2nd_fraction094,hDIA02_2nd_fraction095,hDIA02_2nd_fraction096,hDIA02_2nd_fraction097,hDIA02_2nd_fraction098,hDIA02_2nd_fraction099,hDIA02_2nd_fraction100,hDIA02_2nd_fraction101,hDIA02_2nd_fraction102,hDIA02_2nd_fraction103,hDIA02_2nd_fraction104,hDIA02_2nd_fraction105,hDIA02_2nd_fraction106,hDIA02_2nd_fraction107,hDIA02_2nd_fraction108,hDIA02_2nd_fraction109,hDIA02_2nd_fraction110,hDIA02_2nd_fraction111,hDIA02_2nd_fraction112,hDIA02_2nd_fraction113,hDIA02_2nd_fraction114,hDIA02_2nd_fraction115,hDIA02_2nd_fraction116,hDIA02_2nd_fraction117,hDIA02_2nd_fraction118,hDIA02_2nd_fraction119,hDIA02_2nd_fraction120,hDIA02_2nd_fraction121,hDIA02_2nd_fraction122,hDIA02_2nd_fraction123,hDIA02_2nd_fraction124,hDIA02_2nd_fraction125,hDIA02_2nd_fraction126,hDIA02_2nd_fraction127,hDIA02_2nd_fraction128,hDIA02_2nd_fraction129,hDIA02_2nd_fraction130,hDIA02_2nd_fraction131,hDIA02_2nd_fraction132,hDIA02_2nd_fraction133,hDIA02_2nd_fraction134,hDIA02_2nd_fraction135,hDIA02_2nd_fraction136,hDIA02_2nd_fraction137,hDIA02_2nd_fraction138,hDIA02_2nd_fraction139,hDIA02_2nd_fraction140,hDIA02_2nd_fraction141,hDIA02_2nd_fraction142,hDIA02_2nd_fraction143,hDIA02_2nd_fraction144,hDIA02_2nd_fraction145,hDIA02_2nd_fraction146,hDIA02_2nd_fraction147,hDIA02_2nd_fraction148,hDIA02_2nd_fraction149,hDIA02_2nd_fraction150,hDIA02_2nd_fraction151,hDIA02_2nd_fraction152,hDIA02_2nd_fraction153,hDIA02_2nd_fraction154,hDIA02_2nd_fraction155,hDIA02_2nd_fraction156,hDIA02_2nd_fraction157,hDIA02_2nd_fraction158,hDIA02_2nd_fraction159,hDIA02_2nd_fraction160,hDIA02_2nd_fraction161,hDIA02_2nd_fraction162,hDIA02_2nd_fraction163,hDIA02_2nd_fraction164,hDIA02_2nd_fraction165,hDIA02_2nd_fraction166,hDIA02_2nd_fraction167,hDIA02_2nd_fraction168,hDIA02_2nd_fraction169,hDIA02_2nd_fraction170,hDIA02_2nd_fraction171,hDIA02_2nd_fraction172,hDIA02_2nd_fraction173,hDIA02_2nd_fraction174,hDIA02_2nd_fraction175,hDIA02_2nd_fraction176,hDIA02_2nd_fraction177,hDIA02_2nd_fraction178,hDIA02_2nd_fraction179,hDIA02_2nd_fraction180,hDIA02_2nd_fraction181,hDIA02_2nd_fraction182,hDIA02_2nd_fraction183,hDIA02_2nd_fraction184,hDIA02_2nd_fraction185,hDIA02_2nd_fraction186,hDIA02_2nd_fraction187,hDIA02_2nd_fraction188,hDIA02_2nd_fraction189,hDIA02_2nd_fraction190,hDIA02_2nd_fraction191,hDIA02_2nd_fraction192
Q9NRX4,PHPT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059258.719,2578793.595,4139814.235,11274966.97,25084637.7,26957294.33,19738629.95,29373619.03,14610824.21,13039215.08,12468279.38,8614083.853,9488319.579,12023949.86,12022931.12,6777007.823,3738938.489,2513283.881,1578162.857,1007985.09,1021018.532,884813.523,778992.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P61457,PCBD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9749175.299,71623051.16,191981987.8,188911160.3,107735709.4,68759938.15,38397687.62,18207661.28,19996059.5,11788393.38,9777360.47,10725446.69,12020571.1,10959533.24,4620467.834,3327689.068,3351055.13,1180015.462,NA,1798740.52,NA,NA,NA,NA,803124.4835,NA,NA,599641.136,NA,NA,NA,NA,631843.7492,522595.5694,NA,277870.8237,NA,200482.8491,273638.2459,320176.1968,337526.277,402468.9013,301338.0027,NA,243698.2997,149088.0358,280928.8027,182767.3725,308392.4999,189469.3287,114248.5142,NA,181863.4202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43425.2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9H0N5,PCBD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7772117.483,21569390.33,40369439.93,34691129.34,18371402.85,14016847.17,15879605.41,13285030.67,9757702.073,5467897.47,4610220.33,4609068.829,4082746.489,5332184.159,2848873.112,982615.6339,NA,1206024.599,NA,1102036.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5SRE7,PHYHD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845821.3806,5166570.194,24591885.48,40364656.43,22107753.62,3591740.164,2019387.65,3286632.176,6794923.053,3625867.026,2876560.197,2528296.799,2480720.067,1155592.954,966088.9919,912177.3521,718423.4981,561956.1537,452516.0039,NA,130632.6908,260065.3458,294887.6265,172588.0541,183619.0112,253355.5751,245852.0224,261740.208,340664.8258,310858.8988,281861.7893,130935.1733,169634.1641,87541.63231,110000.2002,NA,NA,NA,63514.91871,91469.04722,NA,73259.3316,123759.494,106067.5805,102596.2861,75109.9334,85265.17563,104478.2227,121028.32,NA,91083.10606,115737.0844,102682.8677,77427.45705,80805.25615,76425.8426,55807.24552,NA,68996.36498,47490.63314,72691.61906,NA,41411.39758,69288.91191,47551.35043,68718.27981,55065.50106,63542.84866,NA,63925.69876,38592.90112,26118.92091,NA,NA,41343.9462,NA,NA,15821.82102,NA,14947.82327,NA,27914.49667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36707.50987,21534.11971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92561,PHYHIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930170.1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10974832.3,3803493.954,12568643.54,15144380.83,27958306.67,33275681.57,36773402.72,28263639.55,43888430.4,33162396.77,38923734.79,34534418.08,38310898.53,37171054.85,42198125.36,46731922.65,39497472.09,37067965.01,32520063.32,12915270.45,16322789.17,17684677.24,12921935.7,12976031.82,10959554.65,8450441.67,7419664.754,5891546.76,4962993.231,3983975.566,3331271.396,2803146.623,2678737.578,NA,2371342.195,2110341.554,2047225.183,1406513.708,2009365.794,1616986.486,1378256.101,1290476.401,NA,1750286.562,1672591.189,1386423.354,NA,NA,NA,1374052.055,NA,NA,NA,NA,NA,498700.2227,NA,NA,529807.449,NA,NA,NA,NA,NA,NA,NA,617893.6682,576566.5334,NA,NA,NA,NA,554105.2936,NA,378369.1496,NA,367806.2284,NA,NA,337546.2417,NA,NA,NA,197163.2089,394421.7622,NA,NA,NA,NA,NA,313257.0376,NA,NA,NA,NA,NA,249466.9947,NA,112761.7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q6UXB8,PI16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1742850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P48426,PIP4K2A,390957.9413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83966.16849,NA,NA,338654.565,231902.722,175773.6258,507919.7333,560258.4867,453789.3321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334251.7819,314927.5318,NA,697578.6235,757446.2682,600428.9594,1179666.59,2709003.006,4284356.616,6147393.756,3236809.09,3538245.286,5848142.875,3068807.121,3590143.193,3674609.661,3814586.521,5058466.458,9468608.426,17584579.76,30257825.72,49719360.23,79070632.01,81461516.02,55608191.78,64563420.13,42322930.41,27326018.6,28454788.75,23052573.08,20836214.61,16640722.42,14408179.14,13129672.52,12460408.27,8454262.589,4179632.574,3687903.411,4043993.417,3797027.728,3747967.406,4638849.596,3115472.413,2825284.413,1826751.172,2595028.126,2382052.511,1853117.282,2012325.478,1996786.036,1961702.671,1344397.566,1661492,2194032.533,1129168.976,2071267.701,1960521.773,1591091.217,1848452.69,1820640.401,1395729.759,1470348.931,1707347.343,1547979.601,1342649.021,1589880.541,1380768.682,1189564.009,1136450.035,1223764.097,1430593.47,1349261.264,1563543.14,1680342.875,1174003.79,858709.2199,1132061.777,510845.561,1122773.355,1002718.487,687025.0713,820184.0114,947778.544,889082.4101
P78356,PIP4K2B,372982.6761,NA,193910.0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57502.41343,NA,78923.95854,95018.68638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558658.0878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606880.5494,887078.7957,835563.9551,831782.6596,NA,595752.9575,361629.3529,183346.2905,65620.73862,203768.9556,84502.4723,69896.88697,65768.97316,171475.1855,401918.1103,209507.9665,190734.9864,194595.0122,267338.9589,146618.7545,272532.8984,277085.2078,392742.7066,564229.3194,1021341.267,1956120.308,2502813.765,4865204.512,4156276.32,2651856.497,2863819.242,2059319.164,2051364.089,1374208.768,1117339.35,990315.4781,922028.5007,686771.8161,316567.1524,325165.5264,290400.5967,313899.0761,293891.4044,394003.4031,278777.7456,218350.0883,173475.2454,201032.3772,182142.2055,143073.2926,156094.4252,148486.9331,169571.7969,92249.31644,130377.6912,176275.2558,78751.50471,170783.5619,148286.3354,148159.8331,169228.1574,142640.4141,117744.1702,136566.9696,144833.3678,140618.2918,127107.289,141020.062,131100.9097,111138.819,99163.84505,124015.0901,123636.2284,112867.6927,137035.2286,145057.909,101001.7651,84451.23628,86246.45923,56807.78947,100213.4257,85508.90603,68618.67881,66186.04113,83944.66977,52338.54379
Q8TBX8,PIP4K2C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494484.0896,259871.5285,184312.6569,316522.4603,469934.4305,398656.23,706292.1286,458201.0926,646422.2621,468977.8163,472967.9759,542247.135,504631.144,644586.02,252092.9054,234687.0515,243781.0591,277088.8875,162820.5905,282255.7049,111298.1171,154888.3956,98060.98556,136135.5643,59543.2499,95939.94658,86998.51862,47898.15328,92204.91064,61719.92864,65239.40117,106007.4486,NA,70626.05756,72640.15387,66996.91032,NA,85320.47928,36117.63103,71776.59425,64381.92338,59927.01293,54129.43819,42675.77212,48252.93523,NA,59590.36498,26934.34788,57960.97492,26996.41803,50503.82609,NA,NA,50846.53262,NA,NA,28354.33455,42320.92256,NA,NA,28229.31673,NA
O60331,PIP5K1C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303384,NA,NA,NA,NA,NA,NA,NA,NA,635040,1872290,NA,2483440,1471440,NA,NA,NA,NA,NA,348589,560094,1527420,NA,NA,NA,808495,NA,409964,259205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31105.9,68374.8,187640,256805,352308,417002,NA,344532,327036,NA,149728,125157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144179,79008.3,NA,NA,43283.6,NA,NA,26688.6,NA,NA,NA,NA,NA,NA,NA,24764.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q8IYJ0,PIANP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207128.652,5881421.704,2668254.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13492,PICALM,1312743.142,2063879.668,2157677.994,2462294.222,2093706.35,3972150.853,2645692.397,1227010.746,1078978.338,811412.1804,522805.1303,357763.889,341108.2903,291737.0172,207792.8004,138801.5628,222883.7961,194385.0283,191809.1462,144092.0425,NA,121097.607,101714.0794,140423.8681,NA,155316.4708,174975.6141,144623.6409,160136.7154,141851.7381,143408.9098,121584.8001,137066.2556,122955.0767,154240.9543,78799.98796,74296.14755,84043.95243,84466.01015,NA,208440.4139,186969.0438,171789.2446,149302.0061,124604.8594,137342.9877,63255.36115,121355.0868,93421.44461,131807.3006,144198.6734,189141.0486,477624.4615,832284.9362,1325780.703,1355734.05,1697045.858,1217686.49,1918873.566,2037264.407,1852001.071,2392119.47,3780807.496,3316882.657,2724406.772,3110012.135,3322555.292,4696502.144,5008224.828,4136169.97,5594055.653,5452060.702,4799019.763,4122785.354,2959364.174,2107142.101,3097374.008,2202050.548,1136909.52,781929.25,1132267.587,2401937.451,4354103.494,7189455.904,8128550.369,8675660.209,4810683.781,3594603.808,2320088.03,5783452.624,6005144.057,8210554.821,5965145.849,3998416.25,2850617.93,1441890.438,205662.5361,511009.8619,648737.4073,188440.986,423254.626,397902.1484,345511.4579,255200.3413,234908.3798,228431.4785,189624.7351,NA,NA,NA,NA,NA,170457.4341,NA,104017.0149,NA,NA,NA,NA,NA,NA,172258.3403,NA,223474.1263,NA,NA,219962.3644,NA,NA,NA,NA,NA,261393.6329,NA,191905.2029,NA,NA,NA,162141.9601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38055.32602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P01833,PIGR,NA,444156.5009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43032.88245,NA,NA,NA,NA,141680.4916,124685.6554,264141.7761,194706.6831,124550.8358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14974.42149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212338.3851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P22061,PCMT1,231494865.6,242722049.5,178787904.6,173104722.4,142033261.2,104023274.4,107548488.3,120051841.1,162004492.9,146653460.1,135705365.4,113667002.4,130008869.3,137017874.4,124602250.3,141104449.1,128759966.5,112730656.5,122056238.3,122247013.3,107959901.5,113131769.6,104180135.1,103965285.6,85240275.54,84643485.29,78664961.11,57904695.8,54846722.62,53770839,41789849.74,41824102.51,38160399.84,34221664.56,31959079.41,23535887.47,24115350.32,18159094.31,15900148.09,18953336.01,18546138.58,18602078.77,17385283.18,17915337.92,15212925.98,14249581.86,12008587.12,14767733.02,11191269.38,13283459.69,15272761.66,22339467.86,55875487.65,106299241.9,127175895,114452408.6,118676700,81778033.82,140496212.8,154467975,144678593.6,138594599.5,108682083.8,97324142.3,94913304.68,229085549.9,349787258.4,567453060,363846741.6,202900222.9,215032372.1,201734282.6,178987871.5,154983660,138133302.5,62566777.95,86358335.69,67993825.29,20704545.19,7743273.957,35217049.81,39588561.98,42031179.18,43222587.05,37529470.73,41074782.29,39897174.49,39250169.31,32713233.85,29776434.78,28930760.25,27064031.27,28623480.18,24025196.93,23044697.79,24065280.06,9029231.901,10774148.07,13288979.73,11121793.36,13007065.21,12641401.47,12699968.17,12204337.79,12085176.77,10343688.48,8453295.614,8686368.433,8168194.11,8528714.582,2814503.682,6791812.401,7921061.606,7611847.419,7036122.807,9376123.722,7766013.434,6436941.224,6645882.139,6971931.887,10168324.74,9752335.663,10832459.41,9858136.84,11158023.41,8215659.276,9285151.45,8362901.153,7833635.653,7408854.571,6948046.863,6852130.381,4412037.892,7064019.796,5886371.168,4550167.947,6663226.23,6317508.569,6481583.052,6041143.968,6368177.527,6435790.673,6594322.815,5224119.782,3302511.324,3774835.858,3860076.078,3481166.297,3655180.306,4308162.732,2897533.609,3067405.868,2196158.949,2821437.595,2751419.38,2241200.664,2504855.13,2397350.951,2820940.986,1792981.023,2240107.442,2908297.584,1492457.05,2720017.153,2664908.426,2290594.54,2648870.855,2564268.38,2404687.095,2319138.421,2638692.824,2660594.604,2305729.351,2561301.554,2527549.985,1886466.733,1818509.87,2324453.735,2188880.531,2544189.577,2701658.561,2479401.322,2285957.251,1868403.643,2092851.814,944239.518,2029921.829,1921368.991,1449928.573,1638752.155,1718032.909,965211.2328
